/begin_header
/investigators=Michael_Behrenfeld and Jason Graff
/affiliations=Oregon_State_University_Department_of_Botany_and_Plant_Pathology
/contact=jrgraff@science.oregonstate.edu
/experiment=NAAMES
/cruise=NAAMES_3
/data_file_name=Behrenfeld_Flow_Cytometry_NAAMES3.txt
/documents=Behrenfeld_Flow_Cytometry_NAAMES_3_ReadMe.pdf
/calibration_files=Behrenfeld_Flow_Cytometry_NAAMES_3_ReadMe.pdf
/data_type=flow_thru_and_CTD
/start_date=20170830
/end_date=20170920
/start_time=23:32:00[GMT]
/end_time=11:55:00[GMT]
/north_latitude=53.48[DEG]
/south_latitude=40.26[DEG]
/east_longitude=-39.13[DEG]
/west_longitude=-70.18[DEG]
/measurement_depth=0
/secchi_depth=NA
/water_depth=NA
/wave_height=NA
/wind_speed=NA
/cloud_percent=NA
/missing=-999
/below_detection_limit=-8888
/above_detection_limit=-7777
/data_status=final
/delimiter=tab
! COMMENTS
!
!NAAMES_3(North_Atlantic_Aerosols_and_Marine_Ecosystems_Study) third field effort from Aug 30 â€“ Sept 20, 2017. Michael Behrenfeld served as PI for the field campaign on the RV Atlantis cruise AT36.
!
!Data contains flow cytometry determined phytoplankton concentrations for four major groups (Prochlorococcus, Synechococcus, Picoeukaryotes, Nanoeukaryotes). Samples were collected using a custom seawater flow-through line or a CTD Niskin Rosette at the surface and at depth. Live samples were enumerated at sea using a BD Influx Flow Cytometer. See associated ReadMe file for more details regarding flow-cytometry set-up and calibration. The units for the cell counts are cells per liter of whole seawater.
!
!
/fields=date,depth,time,station,lat,lon,prochlorococcus_abun,synechococcus_abun,picoeukaryote_abun,nanoeukaryote_abun
/units=yyyymmdd,m,hh:mm:ss,none,degrees,degrees,cell/l,cell/l,cell/l,cell/l
/end_header
20170830	0	23:32	T	40.4360	-70.1790	1.75E+07	1.84E+09	8.62E+06	4.22E+05
20170831	0	13:31	T	40.3957	-67.4155	6.93E+07	4.44E+08	1.30E+06	1.86E+05
20170831	0	17:00	T	40.3801	-66.5365	7.02E+07	5.51E+08	2.15E+06	2.07E+05
20170831	0	20:55	T	40.2860	-65.4616	2.25E+07	4.89E+08	1.39E+06	3.10E+05
20170901	0	0:10	T	40.2648	-64.6036	5.57E+07	3.76E+08	1.60E+06	1.38E+05
20170901	0	12:58	T	40.6287	-61.1986	5.80E+07	5.47E+08	1.21E+06	1.13E+05
20170902	0	6:15	T	41.0869	-56.4076	8.97E+07	6.11E+08	3.91E+06	2.01E+05
20170902	0	12:13	T	41.2652	-54.9198	5.46E+07	3.60E+08	3.13E+06	2.40E+05
20170902	0	17:42	T	41.3871	-53.5409	4.15E+07	7.05E+08	2.28E+06	6.40E+05
20170903	0	3:24	T	41.6205	-51.2240	0.00E+00	2.59E+09	8.05E+06	1.20E+06
20170903	0	15:15	T	41.9138	-48.1307	0.00E+00	2.03E+09	8.14E+06	2.86E+06
20170904	5	1:34	S1A	42.2360	-44.7466	7.07E+07	2.92E+07	8.04E+04	1.27E+04
20170904	10	1:34	S1A	42.2360	-44.7466	7.40E+07	2.74E+07	8.04E+04	1.16E+04
20170904	25	1:34	S1A	42.2360	-44.7466	1.02E+08	2.16E+07	8.19E+04	1.27E+04
20170904	50	1:34	S1A	42.2360	-44.7466	1.05E+08	2.14E+07	5.56E+04	1.53E+04
20170904	75	1:34	S1A	42.2360	-44.7466	7.94E+07	4.90E+07	3.32E+05	2.53E+04
20170904	100	1:34	S1A	42.2360	-44.7466	2.25E+07	1.40E+07	9.57E+05	3.16E+04
20170904	5	15:46	S1	42.9543	-42.3912	1.35E+07	7.26E+07	2.63E+05	1.58E+04
20170904	10	15:46	S1	42.9543	-42.3912	1.51E+07	9.07E+07	3.58E+05	2.37E+04
20170904	25	15:46	S1	42.9543	-42.3912	2.48E+07	6.52E+07	3.18E+05	2.58E+04
20170904	50	15:46	S1	42.9543	-42.3912	1.83E+08	4.22E+07	2.63E+05	2.37E+04
20170904	75	15:46	S1	42.9543	-42.3912	4.38E+07	9.95E+07	1.23E+06	3.16E+04
20170905	5	4:53	T	42.3912	-42.8522	1.32E+07	3.54E+08	1.68E+06	1.88E+05
20170905	T	15:35	S1.5	43.7065	-42.9012	0.00E+00	3.44E+08	1.72E+06	1.30E+05
20170905	5	15:35	S1.5	43.7065	-42.9012	1.38E+07	3.23E+08	2.23E+06	1.59E+05
20170905	40	15:35	S1.5	43.7065	-42.9012	2.71E+07	1.00E+08	3.79E+06	7.59E+04
20170905	50	15:35	S1.5	43.7065	-42.9012	2.08E+07	7.92E+07	5.07E+06	9.28E+04
20170905	75	15:35	S1.5	43.7065	-42.9012	2.71E+07	6.80E+07	2.29E+06	4.90E+04
20170905	100	15:35	S1.5	43.7065	-42.9012	2.83E+06	2.92E+07	8.31E+05	8.75E+04
20170905	0	16:44	T	43.6896	-42.8512	0.00E+00	2.50E+09	1.32E+07	1.94E+06
20170906	5	3:04	S2	44.3694	-43.4152	1.67E+07	3.60E+08	8.57E+05	1.23E+05
20170906	10	3:04	S2	44.3694	-43.4152	1.80E+07	3.45E+08	9.26E+05	1.10E+05
20170906	25	3:04	S2	44.3694	-43.4152	2.28E+07	2.08E+08	1.12E+06	1.27E+05
20170906	48	3:04	S2	44.3694	-43.4152	1.33E+07	8.47E+08	3.71E+06	4.11E+05
20170906	50	3:04	S2	44.3694	-43.4152	0.00E+00	6.75E+07	3.61E+05	8.54E+04
20170906	75	3:04	S2	44.3694	-43.4152	0.00E+00	8.55E+06	5.87E+04	2.32E+04
